{'Contradiction': 0.7336683417085427, 'Entailment': 0.736318407960199}
{'Contradiction': 0.7393364928909952, 'Entailment': 0.708994708994709}
{'Contradiction': 0.7254901960784313, 'Entailment': 0.7142857142857143}
{'Contradiction': 0.7307692307692307, 'Entailment': 0.7083333333333334}
{'Contradiction': 0.7246376811594203, 'Entailment': 0.7046632124352331}
{'Contradiction': 0.6886792452830188, 'Entailment': 0.648936170212766}
{'Contradiction': 0.6991150442477876, 'Entailment': 0.6091954022988506}
{'Contradiction': 0.684931506849315, 'Entailment': 0.6187845303867403}
{'Contradiction': 0.6986899563318777, 'Entailment': 0.5964912280701754}
{'Contradiction': 0.6411483253588517, 'Entailment': 0.6073298429319371}
{'Contradiction': 0.6346153846153846, 'Entailment': 0.6041666666666666}
{'Contradiction': 0.6837606837606838, 'Entailment': 0.5542168674698795}
{'Contradiction': 0.6970954356846473, 'Entailment': 0.5408805031446541}
{'Contradiction': 0.5882352941176471, 'Entailment': 0.6384976525821596}
{'Contradiction': 0.641860465116279, 'Entailment': 0.5837837837837838}
{'Contradiction': 0.6484018264840182, 'Entailment': 0.574585635359116}
{'Contradiction': 0.6607929515418502, 'Entailment': 0.5549132947976878}
{'Contradiction': 0.658008658008658, 'Entailment': 0.5325443786982249}
{'Contradiction': 0.696, 'Entailment': 0.49333333333333335}
{'Contradiction': 0.6086956521739131, 'Entailment': 0.5803108808290155}
{'Contradiction': 0.6367713004484304, 'Entailment': 0.5423728813559322}
{'Contradiction': 0.6216216216216216, 'Entailment': 0.5280898876404494}
{'Contradiction': 0.5784313725490197, 'Entailment': 0.5612244897959183}
{'Contradiction': 0.5849056603773585, 'Entailment': 0.5319148936170213}
{'Contradiction': 0.5892857142857143, 'Entailment': 0.4772727272727273}
