{'Contradiction': 0.5579399141630901, 'Entailment': 0.7193460490463215}
{'Contradiction': 0.627177700348432, 'Entailment': 0.65814696485623}
{'Contradiction': 0.6753246753246753, 'Entailment': 0.6575342465753424}
{'Contradiction': 0.5577689243027888, 'Entailment': 0.6819484240687679}
{'Contradiction': 0.6881028938906752, 'Entailment': 0.6643598615916955}
{'Contradiction': 0.6617100371747212, 'Entailment': 0.7250755287009063}
{'Contradiction': 0.6264150943396226, 'Entailment': 0.7044776119402985}
{'Contradiction': 0.6729559748427673, 'Entailment': 0.6312056737588653}
{'Contradiction': 0.5371900826446281, 'Entailment': 0.6871508379888268}
{'Contradiction': 0.6710526315789473, 'Entailment': 0.6621621621621622}
{'Contradiction': 0.6357142857142857, 'Entailment': 0.68125}
{'Contradiction': 0.5869565217391305, 'Entailment': 0.6481481481481481}
{'Contradiction': 0.5977859778597786, 'Entailment': 0.668693009118541}
{'Contradiction': 0.6053639846743295, 'Entailment': 0.696165191740413}
{'Contradiction': 0.6031746031746031, 'Entailment': 0.7126436781609196}
{'Contradiction': 0.5779467680608364, 'Entailment': 0.6706231454005934}
{'Contradiction': 0.6220735785953178, 'Entailment': 0.6245847176079734}
{'Contradiction': 0.6285714285714286, 'Entailment': 0.675}
{'Contradiction': 0.6159420289855072, 'Entailment': 0.6728395061728395}
{'Contradiction': 0.5577689243027888, 'Entailment': 0.6819484240687679}
{'Contradiction': 0.7125748502994012, 'Entailment': 0.6390977443609023}
{'Contradiction': 0.576, 'Entailment': 0.6971428571428572}
{'Contradiction': 0.625, 'Entailment': 0.6890243902439024}
{'Contradiction': 0.6666666666666666, 'Entailment': 0.6732673267326733}
{'Contradiction': 0.6366782006920415, 'Entailment': 0.662379421221865}
