{'Contradiction': 0.7887323943661971, 'Entailment': 0.7593582887700535}
{'Contradiction': 0.7766990291262136, 'Entailment': 0.7628865979381443}
{'Contradiction': 0.7766990291262136, 'Entailment': 0.7628865979381443}
{'Contradiction': 0.7772511848341233, 'Entailment': 0.7513227513227513}
{'Contradiction': 0.7772511848341233, 'Entailment': 0.7513227513227513}
{'Contradiction': 0.7782805429864253, 'Entailment': 0.7262569832402235}
{'Contradiction': 0.7822222222222223, 'Entailment': 0.72}
{'Contradiction': 0.7549019607843137, 'Entailment': 0.7448979591836735}
{'Contradiction': 0.7860262008733624, 'Entailment': 0.7134502923976608}
{'Contradiction': 0.7596153846153846, 'Entailment': 0.7395833333333334}
{'Contradiction': 0.74, 'Entailment': 0.74}
{'Contradiction': 0.7570093457943925, 'Entailment': 0.7204301075268817}
{'Contradiction': 0.7511737089201878, 'Entailment': 0.7165775401069518}
{'Contradiction': 0.6850828729281768, 'Entailment': 0.7397260273972602}
{'Contradiction': 0.7615062761506276, 'Entailment': 0.6459627329192547}
{'Contradiction': 0.7563025210084033, 'Entailment': 0.6419753086419753}
{'Contradiction': 0.6378378378378379, 'Entailment': 0.6883720930232559}
{'Contradiction': 0.6349206349206349, 'Entailment': 0.6729857819905213}
{'Contradiction': 0.7043478260869566, 'Entailment': 0.6}
{'Contradiction': 0.6568627450980392, 'Entailment': 0.6428571428571429}
{'Contradiction': 0.7421875, 'Entailment': 0.5416666666666666}
{'Contradiction': 0.6470588235294118, 'Entailment': 0.6326530612244898}
{'Contradiction': 0.5948717948717949, 'Entailment': 0.6146341463414634}
{'Contradiction': 0.5948717948717949, 'Entailment': 0.6146341463414634}
{'Contradiction': 0.5775401069518716, 'Entailment': 0.6291079812206573}
