{'Contradiction': 0.7224080267558528, 'Entailment': 0.7242524916943521}
{'Contradiction': 0.7167235494880546, 'Entailment': 0.7296416938110749}
{'Contradiction': 0.7181208053691275, 'Entailment': 0.7218543046357616}
{'Contradiction': 0.6891385767790262, 'Entailment': 0.7507507507507507}
{'Contradiction': 0.7083333333333334, 'Entailment': 0.7307692307692307}
{'Contradiction': 0.7013888888888888, 'Entailment': 0.7243589743589743}
{'Contradiction': 0.7023411371237458, 'Entailment': 0.7043189368770764}
{'Contradiction': 0.7043189368770764, 'Entailment': 0.7023411371237458}
{'Contradiction': 0.7088607594936709, 'Entailment': 0.676056338028169}
{'Contradiction': 0.6782006920415224, 'Entailment': 0.7009646302250804}
{'Contradiction': 0.6666666666666666, 'Entailment': 0.7102803738317757}
{'Contradiction': 0.6802721088435374, 'Entailment': 0.6928104575163399}
{'Contradiction': 0.6619718309859155, 'Entailment': 0.6962025316455697}
{'Contradiction': 0.717201166180758, 'Entailment': 0.622568093385214}
{'Contradiction': 0.6915887850467289, 'Entailment': 0.6451612903225806}
{'Contradiction': 0.6915887850467289, 'Entailment': 0.6451612903225806}
{'Contradiction': 0.6915887850467289, 'Entailment': 0.6451612903225806}
{'Contradiction': 0.6268656716417911, 'Entailment': 0.6987951807228916}
{'Contradiction': 0.7126436781609196, 'Entailment': 0.6031746031746031}
{'Contradiction': 0.6308243727598566, 'Entailment': 0.6791277258566978}
{'Contradiction': 0.592, 'Entailment': 0.7085714285714285}
{'Contradiction': 0.7039106145251397, 'Entailment': 0.5619834710743802}
{'Contradiction': 0.5691699604743083, 'Entailment': 0.6858789625360231}
{'Contradiction': 0.6966292134831461, 'Entailment': 0.5573770491803278}
{'Contradiction': 0.7032967032967034, 'Entailment': 0.5423728813559322}
