{'Contradiction': 0.7092198581560284, 'Entailment': 0.7421383647798742}
{'Contradiction': 0.7331189710610932, 'Entailment': 0.71280276816609}
{'Contradiction': 0.7218543046357616, 'Entailment': 0.7181208053691275}
{'Contradiction': 0.7254901960784313, 'Entailment': 0.7142857142857143}
{'Contradiction': 0.732484076433121, 'Entailment': 0.7062937062937062}
{'Contradiction': 0.6814814814814815, 'Entailment': 0.7393939393939394}
{'Contradiction': 0.6614173228346457, 'Entailment': 0.7514450867052023}
{'Contradiction': 0.7161290322580646, 'Entailment': 0.696551724137931}
{'Contradiction': 0.7023411371237458, 'Entailment': 0.7043189368770764}
{'Contradiction': 0.7016393442622951, 'Entailment': 0.6915254237288135}
{'Contradiction': 0.6761565836298933, 'Entailment': 0.7147335423197492}
{'Contradiction': 0.6847457627118644, 'Entailment': 0.6950819672131148}
{'Contradiction': 0.6690391459074733, 'Entailment': 0.7084639498432602}
{'Contradiction': 0.654275092936803, 'Entailment': 0.7190332326283988}
{'Contradiction': 0.6643598615916955, 'Entailment': 0.6881028938906752}
{'Contradiction': 0.668918918918919, 'Entailment': 0.6776315789473685}
{'Contradiction': 0.5916666666666667, 'Entailment': 0.7277777777777777}
{'Contradiction': 0.7093023255813954, 'Entailment': 0.609375}
{'Contradiction': 0.6330935251798561, 'Entailment': 0.6832298136645962}
{'Contradiction': 0.6997084548104956, 'Entailment': 0.5992217898832685}
{'Contradiction': 0.6137184115523465, 'Entailment': 0.6687306501547987}
{'Contradiction': 0.6747720364741642, 'Entailment': 0.6051660516605166}
{'Contradiction': 0.6988636363636364, 'Entailment': 0.5725806451612904}
{'Contradiction': 0.6931818181818182, 'Entailment': 0.5645161290322581}
{'Contradiction': 0.703601108033241, 'Entailment': 0.5523012552301255}
