{'Contradiction': 0.7378640776699029, 'Entailment': 0.7216494845360825}
{'Contradiction': 0.7058823529411765, 'Entailment': 0.7417840375586855}
{'Contradiction': 0.6918918918918919, 'Entailment': 0.7348837209302326}
{'Contradiction': 0.6918918918918919, 'Entailment': 0.7348837209302326}
{'Contradiction': 0.7040816326530612, 'Entailment': 0.7156862745098039}
{'Contradiction': 0.7010309278350515, 'Entailment': 0.7184466019417476}
{'Contradiction': 0.6704545454545454, 'Entailment': 0.7410714285714286}
{'Contradiction': 0.7058823529411765, 'Entailment': 0.6938775510204082}
{'Contradiction': 0.6938775510204082, 'Entailment': 0.7058823529411765}
{'Contradiction': 0.6772486772486772, 'Entailment': 0.7109004739336493}
{'Contradiction': 0.6702702702702703, 'Entailment': 0.7162790697674418}
{'Contradiction': 0.6296296296296297, 'Entailment': 0.7478991596638656}
{'Contradiction': 0.6296296296296297, 'Entailment': 0.7478991596638656}
{'Contradiction': 0.6555555555555556, 'Entailment': 0.7181818181818181}
{'Contradiction': 0.6395348837209303, 'Entailment': 0.7280701754385965}
{'Contradiction': 0.6519337016574586, 'Entailment': 0.7123287671232876}
{'Contradiction': 0.632183908045977, 'Entailment': 0.7168141592920354}
{'Contradiction': 0.6190476190476191, 'Entailment': 0.7241379310344828}
{'Contradiction': 0.6417112299465241, 'Entailment': 0.6854460093896714}
{'Contradiction': 0.611764705882353, 'Entailment': 0.7130434782608696}
{'Contradiction': 0.5988023952095808, 'Entailment': 0.7124463519313304}
{'Contradiction': 0.3875968992248062, 'Entailment': 0.7084870848708487}
{'Contradiction': 0.33070866141732286, 'Entailment': 0.6886446886446886}
{'Contradiction': 0.25, 'Entailment': 0.6785714285714286}
{'Contradiction': 0.19469026548672566, 'Entailment': 0.6829268292682927}
