{'Contradiction': 0.47956403269754766, 'Entailment': 0.778164924506388}
{'Contradiction': 0.4984984984984985, 'Entailment': 0.8134078212290503}
{'Contradiction': 0.4025695931477516, 'Entailment': 0.633377135348226}
{'Contradiction': 0.41517857142857145, 'Entailment': 0.6641025641025641}
{'Contradiction': 0.4644808743169399, 'Entailment': 0.7726218097447796}
{'Contradiction': 0.4361948955916473, 'Entailment': 0.6951066499372648}
{'Contradiction': 0.45382585751978893, 'Entailment': 0.7561837455830389}
{'Contradiction': 0.3940677966101695, 'Entailment': 0.6216931216931217}
{'Contradiction': 0.39655172413793105, 'Entailment': 0.6335078534031413}
{'Contradiction': 0.5745454545454546, 'Entailment': 0.8772298006295908}
{'Contradiction': 0.46875, 'Entailment': 0.7582938388625592}
{'Contradiction': 0.37375745526838966, 'Entailment': 0.5655172413793104}
{'Contradiction': 0.42053789731051344, 'Entailment': 0.7106227106227107}
{'Contradiction': 0.4941860465116279, 'Entailment': 0.8031674208144797}
{'Contradiction': 0.4732394366197183, 'Entailment': 0.7857961053837342}
{'Contradiction': 0.4043478260869565, 'Entailment': 0.6432291666666666}
{'Contradiction': 0.48936170212765956, 'Entailment': 0.7746478873239436}
{'Contradiction': 0.42691415313225056, 'Entailment': 0.6900878293601004}
{'Contradiction': 0.5570469798657718, 'Entailment': 0.8580645161290322}
{'Contradiction': 0.4956268221574344, 'Entailment': 0.8045197740112995}
{'Contradiction': 0.5125348189415042, 'Entailment': 0.7986191024165707}
{'Contradiction': 0.39323467230443976, 'Entailment': 0.6198675496688741}
{'Contradiction': 0.42758620689655175, 'Entailment': 0.6860025220680959}
{'Contradiction': 0.3668639053254438, 'Entailment': 0.5547850208044383}
{'Contradiction': 0.509090909090909, 'Entailment': 0.8195991091314031}
