{'Contradiction': 0.40625, 'Entailment': 0.8869047619047619}
{'Contradiction': 0.410958904109589, 'Entailment': 0.8685015290519877}
{'Contradiction': 0.3870967741935484, 'Entailment': 0.8875739644970414}
{'Contradiction': 0.4186046511627907, 'Entailment': 0.8407643312101911}
{'Contradiction': 0.4186046511627907, 'Entailment': 0.8407643312101911}
{'Contradiction': 0.375, 'Entailment': 0.8809523809523809}
{'Contradiction': 0.37681159420289856, 'Entailment': 0.8700906344410876}
{'Contradiction': 0.3611111111111111, 'Entailment': 0.8597560975609756}
{'Contradiction': 0.35294117647058826, 'Entailment': 0.8674698795180723}
{'Contradiction': 0.3333333333333333, 'Entailment': 0.8823529411764706}
{'Contradiction': 0.32142857142857145, 'Entailment': 0.8895348837209303}
{'Contradiction': 0.3225806451612903, 'Entailment': 0.8757396449704142}
{'Contradiction': 0.3380281690140845, 'Entailment': 0.8571428571428571}
{'Contradiction': 0.367816091954023, 'Entailment': 0.8242811501597445}
{'Contradiction': 0.35714285714285715, 'Entailment': 0.8291139240506329}
{'Contradiction': 0.3125, 'Entailment': 0.8690476190476191}
{'Contradiction': 0.29850746268656714, 'Entailment': 0.8588588588588588}
{'Contradiction': 0.325, 'Entailment': 0.83125}
{'Contradiction': 0.2857142857142857, 'Entailment': 0.8664688427299704}
{'Contradiction': 0.3013698630136986, 'Entailment': 0.8440366972477065}
{'Contradiction': 0.28125, 'Entailment': 0.8630952380952381}
{'Contradiction': 0.24, 'Entailment': 0.8914285714285715}
{'Contradiction': 0.24, 'Entailment': 0.8914285714285715}
{'Contradiction': 0.23333333333333334, 'Entailment': 0.8647058823529412}
{'Contradiction': 0.2153846153846154, 'Entailment': 0.8477611940298507}
