{'Contradiction': 0.6395348837209303, 'Entailment': 0.7280701754385965}
{'Contradiction': 0.6198830409356725, 'Entailment': 0.7161572052401747}
{'Contradiction': 0.6, 'Entailment': 0.7333333333333333}
{'Contradiction': 0.5897435897435898, 'Entailment': 0.7377049180327869}
{'Contradiction': 0.6214689265536724, 'Entailment': 0.6995515695067265}
{'Contradiction': 0.5806451612903226, 'Entailment': 0.7346938775510204}
{'Contradiction': 0.5732484076433121, 'Entailment': 0.7242798353909465}
{'Contradiction': 0.5868263473053892, 'Entailment': 0.703862660944206}
{'Contradiction': 0.573170731707317, 'Entailment': 0.7033898305084746}
{'Contradiction': 0.5679012345679012, 'Entailment': 0.7058823529411765}
{'Contradiction': 0.6, 'Entailment': 0.6727272727272727}
{'Contradiction': 0.5696969696969697, 'Entailment': 0.6978723404255319}
{'Contradiction': 0.5714285714285714, 'Entailment': 0.6896551724137931}
{'Contradiction': 0.5888888888888889, 'Entailment': 0.6636363636363637}
{'Contradiction': 0.5324675324675324, 'Entailment': 0.7073170731707317}
{'Contradiction': 0.5664739884393064, 'Entailment': 0.6696035242290749}
{'Contradiction': 0.5290322580645161, 'Entailment': 0.7020408163265306}
{'Contradiction': 0.5632183908045977, 'Entailment': 0.6637168141592921}
{'Contradiction': 0.4580152671755725, 'Entailment': 0.7360594795539034}
{'Contradiction': 0.4507042253521127, 'Entailment': 0.6976744186046512}
{'Contradiction': 0.45517241379310347, 'Entailment': 0.6901960784313725}
{'Contradiction': 0.4122137404580153, 'Entailment': 0.7137546468401487}
{'Contradiction': 0.4225352112676056, 'Entailment': 0.6821705426356589}
{'Contradiction': 0.38095238095238093, 'Entailment': 0.7153284671532847}
{'Contradiction': 0.39705882352941174, 'Entailment': 0.6893939393939394}
