{'Contradiction': 0.6395348837209303, 'Entailment': 0.7280701754385965}
{'Contradiction': 0.6198830409356725, 'Entailment': 0.7161572052401747}
{'Contradiction': 0.5897435897435898, 'Entailment': 0.7377049180327869}
{'Contradiction': 0.6214689265536724, 'Entailment': 0.6995515695067265}
{'Contradiction': 0.5806451612903226, 'Entailment': 0.7346938775510204}
{'Contradiction': 0.5454545454545454, 'Entailment': 0.7154471544715447}
{'Contradiction': 0.5298013245033113, 'Entailment': 0.714859437751004}
{'Contradiction': 0.5901639344262295, 'Entailment': 0.6543778801843319}
{'Contradiction': 0.5666666666666667, 'Entailment': 0.6454545454545455}
{'Contradiction': 0.4647887323943662, 'Entailment': 0.7054263565891473}
{'Contradiction': 0.4647887323943662, 'Entailment': 0.7054263565891473}
{'Contradiction': 0.44776119402985076, 'Entailment': 0.7218045112781954}
{'Contradiction': 0.47368421052631576, 'Entailment': 0.6774193548387096}
{'Contradiction': 0.47368421052631576, 'Entailment': 0.6774193548387096}
{'Contradiction': 0.4233576642335766, 'Entailment': 0.6996197718631179}
{'Contradiction': 0.40298507462686567, 'Entailment': 0.6992481203007519}
{'Contradiction': 0.375, 'Entailment': 0.7058823529411765}
{'Contradiction': 0.35772357723577236, 'Entailment': 0.7148014440433214}
{'Contradiction': 0.3582089552238806, 'Entailment': 0.6766917293233082}
{'Contradiction': 0.31007751937984496, 'Entailment': 0.6715867158671587}
{'Contradiction': 0.30158730158730157, 'Entailment': 0.6788321167883211}
{'Contradiction': 0.2644628099173554, 'Entailment': 0.6810035842293907}
{'Contradiction': 0.26229508196721313, 'Entailment': 0.6762589928057554}
{'Contradiction': 0.2698412698412698, 'Entailment': 0.6642335766423357}
{'Contradiction': 0.21428571428571427, 'Entailment': 0.6944444444444444}
