{'Contradiction': 0.9060773480662984, 'Entailment': 0.9837631327602674}
{'Contradiction': 0.91005291005291, 'Entailment': 0.983638113570741}
{'Contradiction': 0.9021739130434783, 'Entailment': 0.9827586206896551}
{'Contradiction': 0.8994708994708994, 'Entailment': 0.9817131857555341}
{'Contradiction': 0.8994708994708994, 'Entailment': 0.9817131857555341}
{'Contradiction': 0.8961748633879781, 'Entailment': 0.9818181818181818}
{'Contradiction': 0.8924731182795699, 'Entailment': 0.980806142034549}
{'Contradiction': 0.8958333333333334, 'Entailment': 0.9806949806949807}
{'Contradiction': 0.8877005347593583, 'Entailment': 0.9798270893371758}
{'Contradiction': 0.8888888888888888, 'Entailment': 0.9797882579403272}
{'Contradiction': 0.8804347826086957, 'Entailment': 0.9789272030651341}
{'Contradiction': 0.8735632183908046, 'Entailment': 0.9791271347248577}
{'Contradiction': 0.8775510204081632, 'Entailment': 0.9767441860465116}
{'Contradiction': 0.8695652173913043, 'Entailment': 0.9770114942528736}
{'Contradiction': 0.861878453038674, 'Entailment': 0.9761222540592168}
{'Contradiction': 0.861878453038674, 'Entailment': 0.9761222540592168}
{'Contradiction': 0.8505747126436781, 'Entailment': 0.9753320683111955}
{'Contradiction': 0.8452380952380952, 'Entailment': 0.9754716981132076}
{'Contradiction': 0.8505747126436781, 'Entailment': 0.9753320683111955}
{'Contradiction': 0.8615384615384616, 'Entailment': 0.9738625363020329}
{'Contradiction': 0.8512820512820513, 'Entailment': 0.9719264278799613}
{'Contradiction': 0.7421383647798742, 'Entailment': 0.961646398503274}
{'Contradiction': 0.5482866043613707, 'Entailment': 0.8401323042998897}
{'Contradiction': 0.4584717607973422, 'Entailment': 0.8241639697950378}
{'Contradiction': 0.3684210526315789, 'Entailment': 0.6269430051813472}
