{'Contradiction': 0.5644171779141104, 'Entailment': 0.70042194092827}
{'Contradiction': 0.5512820512820513, 'Entailment': 0.7131147540983607}
{'Contradiction': 0.5680473372781065, 'Entailment': 0.683982683982684}
{'Contradiction': 0.5408805031446541, 'Entailment': 0.6970954356846473}
{'Contradiction': 0.5408805031446541, 'Entailment': 0.6970954356846473}
{'Contradiction': 0.535031847133758, 'Entailment': 0.6995884773662552}
{'Contradiction': 0.535031847133758, 'Entailment': 0.6995884773662552}
{'Contradiction': 0.5290322580645161, 'Entailment': 0.7020408163265306}
{'Contradiction': 0.5290322580645161, 'Entailment': 0.7020408163265306}
{'Contradiction': 0.5135135135135135, 'Entailment': 0.7142857142857143}
{'Contradiction': 0.5165562913907285, 'Entailment': 0.7068273092369478}
{'Contradiction': 0.5165562913907285, 'Entailment': 0.7068273092369478}
{'Contradiction': 0.5256410256410257, 'Entailment': 0.6967213114754098}
{'Contradiction': 0.5256410256410257, 'Entailment': 0.6967213114754098}
{'Contradiction': 0.5131578947368421, 'Entailment': 0.7016129032258065}
{'Contradiction': 0.47058823529411764, 'Entailment': 0.6720647773279352}
{'Contradiction': 0.4264705882352941, 'Entailment': 0.7045454545454546}
{'Contradiction': 0.36923076923076925, 'Entailment': 0.6962962962962963}
{'Contradiction': 0.366412213740458, 'Entailment': 0.6914498141263941}
{'Contradiction': 0.366412213740458, 'Entailment': 0.6914498141263941}
{'Contradiction': 0.366412213740458, 'Entailment': 0.6914498141263941}
{'Contradiction': 0.2833333333333333, 'Entailment': 0.6928571428571428}
{'Contradiction': 0.2564102564102564, 'Entailment': 0.6925795053003534}
{'Contradiction': 0.2564102564102564, 'Entailment': 0.6925795053003534}
{'Contradiction': 0.22608695652173913, 'Entailment': 0.6877192982456141}
