{'Contradiction': 0.6927374301675978, 'Entailment': 0.751131221719457}
{'Contradiction': 0.6888888888888889, 'Entailment': 0.7454545454545455}
{'Contradiction': 0.7397260273972602, 'Entailment': 0.6850828729281768}
{'Contradiction': 0.7064676616915423, 'Entailment': 0.7035175879396985}
{'Contradiction': 0.6974358974358974, 'Entailment': 0.7121951219512195}
{'Contradiction': 0.6731707317073171, 'Entailment': 0.6564102564102564}
{'Contradiction': 0.7068965517241379, 'Entailment': 0.5952380952380952}
{'Contradiction': 0.7083333333333334, 'Entailment': 0.5625}
{'Contradiction': 0.6473429951690821, 'Entailment': 0.6217616580310881}
{'Contradiction': 0.6574074074074074, 'Entailment': 0.5978260869565217}
{'Contradiction': 0.6666666666666666, 'Entailment': 0.5714285714285714}
{'Contradiction': 0.7016129032258065, 'Entailment': 0.5131578947368421}
{'Contradiction': 0.6938775510204082, 'Entailment': 0.5161290322580645}
{'Contradiction': 0.6885245901639344, 'Entailment': 0.5128205128205128}
{'Contradiction': 0.696, 'Entailment': 0.49333333333333335}
{'Contradiction': 0.5759162303664922, 'Entailment': 0.6124401913875598}
{'Contradiction': 0.6462882096069869, 'Entailment': 0.5263157894736842}
{'Contradiction': 0.680161943319838, 'Entailment': 0.48366013071895425}
{'Contradiction': 0.6278026905829597, 'Entailment': 0.5310734463276836}
{'Contradiction': 0.4713375796178344, 'Entailment': 0.6584362139917695}
{'Contradiction': 0.5193370165745856, 'Entailment': 0.6027397260273972}
{'Contradiction': 0.6988847583643123, 'Entailment': 0.3816793893129771}
{'Contradiction': 0.6793893129770993, 'Entailment': 0.391304347826087}
{'Contradiction': 0.6884057971014492, 'Entailment': 0.3064516129032258}
{'Contradiction': 0.6759581881533101, 'Entailment': 0.17699115044247787}
