{'Contradiction': 0.759493670886076, 'Entailment': 0.9424823410696267}
{'Contradiction': 0.6593406593406593, 'Entailment': 0.9026178010471204}
{'Contradiction': 0.7183673469387755, 'Entailment': 0.9298067141403866}
{'Contradiction': 0.7154471544715447, 'Entailment': 0.9287169042769857}
{'Contradiction': 0.631578947368421, 'Entailment': 0.9325626204238922}
{'Contradiction': 0.7755102040816326, 'Entailment': 0.9573643410852714}
{'Contradiction': 0.7211538461538461, 'Entailment': 0.9431372549019608}
{'Contradiction': 0.11827956989247312, 'Entailment': 0.8426103646833013}
{'Contradiction': 0.5566343042071198, 'Entailment': 0.8509249183895539}
{'Contradiction': 0.4669603524229075, 'Entailment': 0.8791208791208791}
{'Contradiction': 0.4784688995215311, 'Entailment': 0.8930323846908734}
{'Contradiction': 0.5942857142857143, 'Entailment': 0.932573599240266}
{'Contradiction': 0.2978723404255319, 'Entailment': 0.8730769230769231}
{'Contradiction': 0.7301587301587301, 'Entailment': 0.9509143407122232}
{'Contradiction': 0.6445497630331753, 'Entailment': 0.9262536873156342}
{'Contradiction': 0.5068870523415978, 'Entailment': 0.793063583815029}
{'Contradiction': 0.5952380952380952, 'Entailment': 0.8954918032786885}
{'Contradiction': 0.6933333333333334, 'Entailment': 0.9312063808574277}
{'Contradiction': 0.061224489795918366, 'Entailment': 0.9185840707964602}
{'Contradiction': 0.5096952908587258, 'Entailment': 0.7958477508650519}
