{'Contradiction': 0.6834170854271356, 'Entailment': 0.6865671641791045}
{'Contradiction': 0.5306122448979592, 'Entailment': 0.7272727272727273}
{'Contradiction': 0.5408805031446541, 'Entailment': 0.6970954356846473}
{'Contradiction': 0.5408805031446541, 'Entailment': 0.6970954356846473}
{'Contradiction': 0.5432098765432098, 'Entailment': 0.6890756302521008}
{'Contradiction': 0.4857142857142857, 'Entailment': 0.7230769230769231}
{'Contradiction': 0.48226950354609927, 'Entailment': 0.7181467181467182}
{'Contradiction': 0.4714285714285714, 'Entailment': 0.7153846153846154}
{'Contradiction': 0.45588235294117646, 'Entailment': 0.7196969696969697}
{'Contradiction': 0.4722222222222222, 'Entailment': 0.703125}
{'Contradiction': 0.45714285714285713, 'Entailment': 0.7076923076923077}
{'Contradiction': 0.4444444444444444, 'Entailment': 0.7169811320754716}
{'Contradiction': 0.45390070921985815, 'Entailment': 0.7027027027027027}
{'Contradiction': 0.43795620437956206, 'Entailment': 0.7072243346007605}
{'Contradiction': 0.42962962962962964, 'Entailment': 0.7094339622641509}
{'Contradiction': 0.43478260869565216, 'Entailment': 0.7022900763358778}
{'Contradiction': 0.43478260869565216, 'Entailment': 0.7022900763358778}
{'Contradiction': 0.4172661870503597, 'Entailment': 0.6896551724137931}
{'Contradiction': 0.38461538461538464, 'Entailment': 0.7037037037037037}
{'Contradiction': 0.3787878787878788, 'Entailment': 0.6940298507462687}
{'Contradiction': 0.3787878787878788, 'Entailment': 0.6940298507462687}
{'Contradiction': 0.3787878787878788, 'Entailment': 0.6940298507462687}
{'Contradiction': 0.36220472440944884, 'Entailment': 0.7032967032967034}
{'Contradiction': 0.3464566929133858, 'Entailment': 0.6959706959706959}
{'Contradiction': 0.3064516129032258, 'Entailment': 0.6884057971014492}
