{'Contradiction': 0.47956403269754766, 'Entailment': 0.778164924506388}
{'Contradiction': 0.4984984984984985, 'Entailment': 0.8134078212290503}
{'Contradiction': 0.4025695931477516, 'Entailment': 0.633377135348226}
{'Contradiction': 0.41517857142857145, 'Entailment': 0.6641025641025641}
{'Contradiction': 0.4644808743169399, 'Entailment': 0.7726218097447796}
{'Contradiction': 0.5073746312684366, 'Entailment': 0.81214848143982}
{'Contradiction': 0.49299719887955185, 'Entailment': 0.7921928817451206}
{'Contradiction': 0.4906832298136646, 'Entailment': 0.8189845474613686}
{'Contradiction': 0.5536332179930796, 'Entailment': 0.8626198083067093}
{'Contradiction': 0.42823529411764705, 'Entailment': 0.6973848069738481}
{'Contradiction': 0.4008714596949891, 'Entailment': 0.6423927178153446}
{'Contradiction': 0.3671875, 'Entailment': 0.547486033519553}
{'Contradiction': 0.4189189189189189, 'Entailment': 0.6709183673469388}
{'Contradiction': 0.4427860696517413, 'Entailment': 0.7288135593220338}
{'Contradiction': 0.5386996904024768, 'Entailment': 0.8353591160220994}
{'Contradiction': 0.3747534516765286, 'Entailment': 0.5603328710124826}
{'Contradiction': 0.4715447154471545, 'Entailment': 0.7729918509895227}
{'Contradiction': 0.48467966573816157, 'Entailment': 0.7871116225546605}
{'Contradiction': 0.3983050847457627, 'Entailment': 0.6243386243386243}
{'Contradiction': 0.5041095890410959, 'Entailment': 0.7902665121668598}
{'Contradiction': 0.46612466124661245, 'Entailment': 0.770663562281723}
{'Contradiction': 0.46842105263157896, 'Entailment': 0.7617924528301887}
{'Contradiction': 0.46321525885558584, 'Entailment': 0.7711962833914053}
{'Contradiction': 0.4043478260869565, 'Entailment': 0.6432291666666666}
{'Contradiction': 0.44987775061124696, 'Entailment': 0.7252747252747253}
