{'Contradiction': 0.47956403269754766, 'Entailment': 0.778164924506388}
{'Contradiction': 0.4984984984984985, 'Entailment': 0.8134078212290503}
{'Contradiction': 0.4025695931477516, 'Entailment': 0.633377135348226}
{'Contradiction': 0.41517857142857145, 'Entailment': 0.6641025641025641}
{'Contradiction': 0.4644808743169399, 'Entailment': 0.7726218097447796}
{'Contradiction': 0.46684350132625996, 'Entailment': 0.763807285546416}
{'Contradiction': 0.3857442348008386, 'Entailment': 0.6098535286284953}
{'Contradiction': 0.46194225721784776, 'Entailment': 0.7579693034238488}
{'Contradiction': 0.4316546762589928, 'Entailment': 0.7077681874229347}
{'Contradiction': 0.43155452436194897, 'Entailment': 0.6925972396486826}
{'Contradiction': 0.47745358090185674, 'Entailment': 0.7685076380728555}
{'Contradiction': 0.4693333333333333, 'Entailment': 0.7667057444314185}
{'Contradiction': 0.4607594936708861, 'Entailment': 0.7442977190876351}
{'Contradiction': 0.5346534653465347, 'Entailment': 0.8475675675675676}
{'Contradiction': 0.4587628865979381, 'Entailment': 0.75}
{'Contradiction': 0.4823848238482385, 'Entailment': 0.7776484284051223}
{'Contradiction': 0.4396135265700483, 'Entailment': 0.714987714987715}
{'Contradiction': 0.4134831460674157, 'Entailment': 0.6666666666666666}
{'Contradiction': 0.4325581395348837, 'Entailment': 0.6942355889724311}
{'Contradiction': 0.4772117962466488, 'Entailment': 0.7719298245614035}
{'Contradiction': 0.46070460704607047, 'Entailment': 0.7683352735739232}
{'Contradiction': 0.5095541401273885, 'Entailment': 0.8315098468271335}
{'Contradiction': 0.46070460704607047, 'Entailment': 0.7683352735739232}
{'Contradiction': 0.41509433962264153, 'Entailment': 0.6915422885572139}
{'Contradiction': 0.4339152119700748, 'Entailment': 0.7255139056831923}
