{'Contradiction': 0.5876288659793815, 'Entailment': 0.9226305609284333}
{'Contradiction': 0.6, 'Entailment': 0.8977505112474438}
{'Contradiction': 0.5736434108527132, 'Entailment': 0.8865979381443299}
{'Contradiction': 0.5777777777777777, 'Entailment': 0.8810020876826722}
{'Contradiction': 0.5745454545454546, 'Entailment': 0.8772298006295908}
{'Contradiction': 0.5652173913043478, 'Entailment': 0.8739495798319328}
{'Contradiction': 0.5527272727272727, 'Entailment': 0.8709338929695698}
{'Contradiction': 0.5353159851301115, 'Entailment': 0.8696558915537018}
{'Contradiction': 0.563573883161512, 'Entailment': 0.8644610458911419}
{'Contradiction': 0.5147058823529411, 'Entailment': 0.8619246861924686}
{'Contradiction': 0.5016949152542373, 'Entailment': 0.842443729903537}
{'Contradiction': 0.5082508250825083, 'Entailment': 0.8389189189189189}
{'Contradiction': 0.4882943143812709, 'Entailment': 0.8353067814854682}
{'Contradiction': 0.4782608695652174, 'Entailment': 0.8145695364238411}
{'Contradiction': 0.46846846846846846, 'Entailment': 0.8022346368715084}
{'Contradiction': 0.4715909090909091, 'Entailment': 0.7876712328767124}
{'Contradiction': 0.4394366197183099, 'Entailment': 0.7720504009163803}
{'Contradiction': 0.46842105263157896, 'Entailment': 0.7617924528301887}
{'Contradiction': 0.42134831460674155, 'Entailment': 0.7637614678899083}
{'Contradiction': 0.45549738219895286, 'Entailment': 0.7541371158392435}
{'Contradiction': 0.4536082474226804, 'Entailment': 0.7476190476190476}
{'Contradiction': 0.42473118279569894, 'Entailment': 0.75}
{'Contradiction': 0.44041450777202074, 'Entailment': 0.7434679334916865}
{'Contradiction': 0.3465160075329567, 'Entailment': 0.5021520803443329}
{'Contradiction': 0.33935018050541516, 'Entailment': 0.456973293768546}
