{'Contradiction': 0.0761904761904762, 'Entailment': 0.6711864406779661}
{'Contradiction': 0.12844036697247707, 'Entailment': 0.6735395189003437}
{'Contradiction': 0.3464566929133858, 'Entailment': 0.6959706959706959}
{'Contradiction': 0.12962962962962962, 'Entailment': 0.678082191780822}
{'Contradiction': 0.34375, 'Entailment': 0.6911764705882353}
{'Contradiction': 0.14414414414414414, 'Entailment': 0.671280276816609}
{'Contradiction': 0.09259259259259259, 'Entailment': 0.6643835616438356}
{'Contradiction': 0.16363636363636364, 'Entailment': 0.6827586206896552}
{'Contradiction': 0.09345794392523364, 'Entailment': 0.6689419795221843}
{'Contradiction': 0.19469026548672566, 'Entailment': 0.6829268292682927}
{'Contradiction': 0.11214953271028037, 'Entailment': 0.6757679180887372}
{'Contradiction': 0.36363636363636365, 'Entailment': 0.6865671641791045}
{'Contradiction': 0.16363636363636364, 'Entailment': 0.6827586206896552}
{'Contradiction': 0.3225806451612903, 'Entailment': 0.6956521739130435}
{'Contradiction': 0.16216216216216217, 'Entailment': 0.6782006920415224}
{'Contradiction': 0.4647887323943662, 'Entailment': 0.7054263565891473}
{'Contradiction': 0.33070866141732286, 'Entailment': 0.6886446886446886}
{'Contradiction': 0.26666666666666666, 'Entailment': 0.6857142857142857}
{'Contradiction': 0.14678899082568808, 'Entailment': 0.6804123711340206}
{'Contradiction': 0.17857142857142858, 'Entailment': 0.6805555555555556}
{'Contradiction': 0.2926829268292683, 'Entailment': 0.6859205776173285}
{'Contradiction': 0.14545454545454545, 'Entailment': 0.6758620689655173}
{'Contradiction': 0.11214953271028037, 'Entailment': 0.6757679180887372}
{'Contradiction': 0.14678899082568808, 'Entailment': 0.6804123711340206}
{'Contradiction': 0.2764227642276423, 'Entailment': 0.6787003610108303}
