{'Contradiction': 0.7156862745098039, 'Entailment': 0.7040816326530612}
{'Contradiction': 0.6881720430107527, 'Entailment': 0.7289719626168224}
{'Contradiction': 0.7035175879396985, 'Entailment': 0.7064676616915423}
{'Contradiction': 0.7121951219512195, 'Entailment': 0.6974358974358974}
{'Contradiction': 0.6910994764397905, 'Entailment': 0.7177033492822966}
{'Contradiction': 0.7174887892376681, 'Entailment': 0.6440677966101694}
{'Contradiction': 0.6731707317073171, 'Entailment': 0.6564102564102564}
{'Contradiction': 0.6567164179104478, 'Entailment': 0.6532663316582915}
{'Contradiction': 0.6568627450980392, 'Entailment': 0.6428571428571429}
{'Contradiction': 0.6288659793814433, 'Entailment': 0.6504854368932039}
{'Contradiction': 0.5432098765432098, 'Entailment': 0.6890756302521008}
{'Contradiction': 0.6350710900473934, 'Entailment': 0.5925925925925926}
{'Contradiction': 0.6384976525821596, 'Entailment': 0.5882352941176471}
{'Contradiction': 0.5882352941176471, 'Entailment': 0.6384976525821596}
{'Contradiction': 0.574585635359116, 'Entailment': 0.6484018264840182}
{'Contradiction': 0.61, 'Entailment': 0.61}
{'Contradiction': 0.6577777777777778, 'Entailment': 0.56}
{'Contradiction': 0.6355140186915887, 'Entailment': 0.5806451612903226}
{'Contradiction': 0.5411764705882353, 'Entailment': 0.6608695652173913}
{'Contradiction': 0.5698924731182796, 'Entailment': 0.6261682242990654}
{'Contradiction': 0.6428571428571429, 'Entailment': 0.5454545454545454}
{'Contradiction': 0.5317919075144508, 'Entailment': 0.6431718061674009}
{'Contradiction': 0.5396825396825397, 'Entailment': 0.5876777251184834}
{'Contradiction': 0.5217391304347826, 'Entailment': 0.5925925925925926}
{'Contradiction': 0.35294117647058826, 'Entailment': 0.5991902834008097}
