{'Contradiction': 0.7864077669902912, 'Entailment': 0.7731958762886598}
{'Contradiction': 0.7772511848341233, 'Entailment': 0.7513227513227513}
{'Contradiction': 0.7461139896373057, 'Entailment': 0.7632850241545893}
{'Contradiction': 0.7663551401869159, 'Entailment': 0.7311827956989247}
{'Contradiction': 0.7685185185185185, 'Entailment': 0.7282608695652174}
{'Contradiction': 0.708994708994709, 'Entailment': 0.7393364928909952}
{'Contradiction': 0.7156862745098039, 'Entailment': 0.7040816326530612}
{'Contradiction': 0.7238095238095238, 'Entailment': 0.6947368421052632}
{'Contradiction': 0.730593607305936, 'Entailment': 0.6740331491712708}
{'Contradiction': 0.7214611872146118, 'Entailment': 0.6629834254143646}
{'Contradiction': 0.7047619047619048, 'Entailment': 0.6736842105263158}
{'Contradiction': 0.7155963302752294, 'Entailment': 0.6593406593406593}
{'Contradiction': 0.7381974248927039, 'Entailment': 0.6347305389221557}
{'Contradiction': 0.7248908296943232, 'Entailment': 0.631578947368421}
{'Contradiction': 0.7117117117117117, 'Entailment': 0.6404494382022472}
{'Contradiction': 0.6859903381642513, 'Entailment': 0.6632124352331606}
{'Contradiction': 0.6886792452830188, 'Entailment': 0.648936170212766}
{'Contradiction': 0.6972477064220184, 'Entailment': 0.6373626373626373}
{'Contradiction': 0.7338709677419355, 'Entailment': 0.5657894736842105}
{'Contradiction': 0.6899563318777293, 'Entailment': 0.5847953216374269}
{'Contradiction': 0.5477707006369427, 'Entailment': 0.7078189300411523}
{'Contradiction': 0.6268656716417911, 'Entailment': 0.6231155778894473}
{'Contradiction': 0.672566371681416, 'Entailment': 0.5747126436781609}
{'Contradiction': 0.5153374233128835, 'Entailment': 0.6666666666666666}
{'Contradiction': 0.39416058394160586, 'Entailment': 0.6844106463878327}
